report_id,country_code,rate,year,gender,age
601,OMN,89.99932098,2008,male,adult
602,OMN,90.24302673,2010,male,adult
603,OMN,94.99073792,2014,male,adult
604,OMN,96.63287354,2015,male,adult
605,OMN,96.63082886,2016,male,adult
606,OMN,97.02387238,2017,male,adult
607,OMN,96.98941803,2018,male,adult
608,PAK,35.38064957,1981,male,adult
609,PAK,55.29661179,1998,male,adult
610,PAK,64.06047821,2005,male,adult
611,PAK,67.65184021,2006,male,adult
612,PAK,65.00493622,2007,male,adult
613,PAK,68.8660965,2008,male,adult
614,PAK,68.62761688,2009,male,adult
615,PAK,68.90061188,2010,male,adult
616,PAK,66.99114227,2011,male,adult
617,PAK,69.85822296,2012,male,adult
618,PAK,68.62934113,2013,male,adult
619,PAK,69.06681061,2014,male,adult
620,PAK,71.11599731,2017,male,adult
621,PAK,69.27658081,2018,male,adult
622,PAK,69.28746033,2019,male,adult
623,PLW,93.2873764,1980,male,adult
624,PLW,99.46720886,2013,male,adult
625,PLW,96.81275177,2015,male,adult
626,PSE,92.24852753,1997,male,adult
627,PSE,96.07893372,2004,male,adult
628,PSE,97.08058929,2006,male,adult
629,PSE,97.10471344,2007,male,adult
630,PSE,97.20130157,2008,male,adult
631,PSE,97.31667328,2009,male,adult
632,PSE,97.52520752,2010,male,adult
633,PSE,97.74404907,2011,male,adult
634,PSE,98.06757355,2012,male,adult
635,PSE,98.26705933,2013,male,adult
636,PSE,98.27913666,2014,male,adult
637,PSE,98.37687683,2015,male,adult
638,PSE,98.50679016,2016,male,adult
639,PSE,98.52600861,2017,male,adult
640,PSE,98.65782166,2018,male,adult
641,PSE,98.80442047,2019,male,adult
642,PSE,98.79380035,2020,male,adult
643,PAN,88.09651947,1980,male,adult
644,PAN,89.33695984,1990,male,adult
645,PAN,92.54792786,2000,male,adult
646,PAN,94.70741272,2010,male,adult
647,PAN,95.96893311,2018,male,adult
648,PAN,96.14089966,2019,male,adult
649,PNG,63.44522095,2000,male,adult
650,PNG,65.29000092,2010,male,adult
651,PRY,81.08306885,1982,male,adult
652,PRY,92.00015259,1992,male,adult
653,PRY,95.71237946,2007,male,adult
654,PRY,94.12631989,2008,male,adult
655,PRY,94.36772919,2009,male,adult
656,PRY,94.8131485,2010,male,adult
657,PRY,94.81725311,2012,male,adult
658,PRY,95.6661911,2013,male,adult
659,PRY,95.87412262,2014,male,adult
660,PRY,96.25430298,2015,male,adult
661,PRY,95.47605896,2016,male,adult
662,PRY,94.51148224,2018,male,adult
663,PRY,93.78816986,2019,male,adult
664,PRY,94.92147064,2020,male,adult
665,PER,90.1435318,1981,male,adult
666,PER,92.85101318,1993,male,adult
667,PER,93.46070099,2004,male,adult
668,PER,93.7183075,2005,male,adult
669,PER,94.22582245,2006,male,adult
670,PER,94.85703278,2007,male,adult
671,PER,96.95012665,2012,male,adult
672,PER,96.94898224,2014,male,adult
673,PER,97.10637665,2015,male,adult
674,PER,97.1884613,2016,male,adult
675,PER,97.03974152,2017,male,adult
676,PER,97.12136841,2018,male,adult
677,PER,96.98989105,2020,male,adult
678,PHL,83.88928986,1980,male,adult
679,PHL,93.97168732,1990,male,adult
680,PHL,93.30285645,1994,male,adult
681,PHL,92.54499817,2000,male,adult
682,PHL,91.63449097,2003,male,adult
683,PHL,95.01213074,2008,male,adult
684,PHL,96.00833893,2013,male,adult
685,PHL,98.12325287,2015,male,adult
686,PHL,95.70572662,2019,male,adult
687,POL,99.27516937,1978,male,adult
688,POL,99.27516937,1988,male,adult
689,POL,99.27516937,1998,male,adult
690,POL,99.27516937,2008,male,adult
691,PRT,84.83334351,1981,male,adult
692,PRT,91.58705902,1991,male,adult
693,PRT,96.2855835,2011,male,adult
694,PRT,97.35362244,2018,male,adult
695,PRI,87.74803162,1980,male,adult
696,PRI,89.50269318,1990,male,adult
697,PRI,91.33078003,2010,male,adult
698,PRI,92.38996124,2017,male,adult
